Code d�partement,Code de la commune,Cl� unique,Commune,Couleur politique
59,459,59_459,Petite-For�t,LUG
68,256,68_256,Pfastatt,LMAJ
59,462,59_462,Phalempin,LMAJ
66,141,66_141,Pia,LSOC
31,417,31_417,Pibrac,LDVG
69,152,69_152,Pierre-B�nite,LUG
83,91,83_91,Pierrefeu-du-Var,LDVG
26,235,26_235,Pierrelatte,LMAJ
95,488,95_488,Pierrelaye,LUG
33,324,33_324,Pineuilh,LMAJ
31,421,31_421,Pins-Justaret,LSOC
84,91,84_91,Piolenc,LMAJ
29,160,29_160,Plabennec,LDVG
78,490,78_490,Plaisir,LMAJ
13,75,13_75,Plan-de-Cuques,LDVD
56,158,56_158,Plescop,LDVG
44,128,44_128,Pless�,LDVG
35,228,35_228,Pleurtuit,LSOC
67,378,67_378,Plobsheim,LDVG
56,164,56_164,Ploeren,LDVG
29,170,29_170,Plomelin,LDVD
29,174,29_174,Plon�our-Lanvern,LCMD
56,166,56_166,Plouay,LDVD
29,178,29_178,Ploudalm�zeau,LMAJ
29,179,29_179,Ploudaniel,LDVD
29,185,29_185,Plouescat,LDVD
22,215,22_215,Ploufragan,LUG
29,190,29_190,Plougonvelin,LDVD
22,222,22_222,Plouha,LUG
29,199,29_199,Plouigneau,LDVD
22,225,22_225,Ploumagoar,LDVG
29,209,29_209,Plouvien,LDVD
29,212,29_212,Plouzan�,LDVG
56,177,56_177,Pluvigner,LDVD
971,121,971_121,Pointe-Noire,LSOC
74,213,74_213,Poisy,LMAJ
39,434,39_434,Poligny,LMAJ
66,144,66_144,Pollestres,LMAJ
54,430,54_430,Pompey,LUG
17,283,17_283,Pons,LMAJ
54,431,54_431,Pont-�-Mousson,LMAJ
27,467,27_467,Pont-Audemer,LUG
38,316,38_316,Pont-de-Ch�ruy,LDVD
25,463,25_463,Pont-de-Roide,LSOC
63,284,63_284,Pont-du-Ch�teau,LUG
38,318,38_318,Pont-Ev�que,LDVD
29,220,29_220,Pont-l'Abb�,LDVG
14,514,14_514,Pont-l'Ev�que,LDVD
35,363,35_363,Pont-P�an,LSOC
30,202,30_202,Pont-Saint-Esprit,LMAJ
44,130,44_130,Pont-Saint-Martin,LDVD
10,297,10_297,Pont-Sainte-Marie,LCMD
25,462,25_462,Pontarlier,LDVD
77,373,77_373,Pontault-Combault,LUG
38,314,38_314,Pontcharra,LSOC
56,178,56_178,Pontivy,LUG
95,500,95_500,Pontoise,LMAJ
50,410,50_410,PONTORSON,LDVG
44,131,44_131,Pornic,LMAJ
13,77,13_77,Port-de-Bouc,LCOM
11,266,11_266,Port-la-Nouvelle,LMAJ
13,78,13_78,Port-Saint-Louis-du-Rh�ne,LUG
83,97,83_97,Pourri�res,LMAJ
34,213,34_213,Poussan,LDVG
95,504,95_504,Presles,LMAJ
1,313,1_313,Pr�vessin-Mo�ns,LDVG
7,186,7_186,Privas,LUG
59,477,59_477,Provin,LUG
77,379,77_379,Provins,LMAJ
74,218,74_218,Publier,LDVG
17,291,17_291,Puilboreau,LUG
30,209,30_209,Pujaut,LDVD
47,215,47_215,Pujols,LUG
54,439,54_439,Pulnoy,LMAJ
50,416,50_416,Querqueville,LDVD
59,482,59_482,Quesnoy-sur-De�le,LDVG
56,184,56_184,Questembert,LSOC
21,515,21_515,Quetigny,LUG
22,259,22_259,Qu�vert,LDVG
56,186,56_186,Quiberon,LDVD
59,484,59_484,Qui�vrechain,LUG
11,304,11_304,Quillan,LSOC
91,514,91_514,Quincy-sous-S�nart,LMAJ
77,382,77_382,Quincy-Voisins,LDVG
31,445,31_445,Quint-Fonsegrives,LDVD
81,220,81_220,Rabastens,LSOC
59,489,59_489,Raimbeaucourt,LCMD
59,491,59_491,Raismes,LUG
88,367,88_367,Rambervillers,LSOC
78,517,78_517,Rambouillet,LMAJ
62,688,62_688,Rang-du-Fliers,LDVG
88,372,88_372,Raon-l'Etape,LSOC
35,236,35_236,Redon,LDVD
67,388,67_388,Reichshoffen,LDVD
67,389,67_389,Reichstett,LMAJ
74,220,74_220,Reignier-Esery,LDVG
8,362,8_362,Rethel,LDVD
31,451,31_451,Revel,LDVG
55,427,55_427,Revigny-sur-Ornain,LDVG
8,363,8_363,Revin,LUG
1,322,1_322,Reyrieux,LDVG
44,143,44_143,Rez�,LUG
68,269,68_269,Ribeauvill�,LDVD
60,537,60_537,Rib�court-Dreslincourt,LDVG
24,352,24_352,Rib�rac,LSOC
29,236,29_236,Riec-sur-Belon,LDVG
68,271,68_271,Riedisheim,LDVD
87,125,87_125,Rilhac-Rancon,LSOC
63,300,63_300,Riom,LUG
42,184,42_184,Riorges,LUG
91,521,91_521,Ris-Orangis,LSOC
42,186,42_186,Rive-de-Gier,LMAJ
38,337,38_337,Rives,LUG
66,164,66_164,Rivesaltes,LMAJ
972,220,972_220,Rivi�re-Pilote,LREG
68,278,68_278,Rixheim,LAUT
84,99,84_99,Robion,LSOC
87,126,87_126,Rochechouart,LUG
12,202,12_202,Rodez,LUG
13,83,13_83,Rognonas,LDVD
41,194,41_194,Romorantin-Lanthenay,LSOC
59,507,59_507,Ronchin,LSOC
59,508,59_508,Roncq,LDVD
59,509,59_509,Roost-Warendin,LDVG
6,104,6_104,Roquebrune-Cap-Martin,LMAJ
83,107,83_107,Roquebrune-sur-Argens,LMAJ
13,85,13_85,Roquefort-la-B�doule,LMAJ
30,221,30_221,Roquemaure,LREG
29,239,29_239,Roscoff,LDVD
93,64,93_64,Rosny-sous-Bois,LMAJ
78,531,78_531,Rosny-sur-Seine,LSOC
29,241,29_241,Rosporden,LSOC
76,540,76_540,Rouen,LUG
68,287,68_287,Rouffach,LMAJ
59,514,59_514,Rousies,LUG
13,87,13_87,Rousset,LSOC
38,344,38_344,Roussillon,LUG
62,724,62_724,Rouvroy,LCOM
17,306,17_306,Royan,LMAJ
80,685,80_685,Roye,LUG
92,63,92_63,Rueil-Malmaison,LMAJ
16,291,16_291,Ruelle-sur-Touvre,LSOC
16,292,16_292,Ruffec,LDVG
88,408,88_408,Rupt-sur-Moselle,LDVD
38,348,38_348,Ruy Montceau,LDVG
72,264,72_264,Sabl�-sur-Sarthe,LMAJ
62,736,62_736,Sailly-sur-la-Lys,LUG
59,524,59_524,Sainghin-en-Weppes,LUG
62,737,62_737,Sains-en-Gohelle,LSOC
12,208,12_208,Saint-Affrique,LUG
31,467,31_467,Saint-Alban,LDVG
59,526,59_526,Saint-Amand-les-Eaux,LCOM
30,227,30_227,Saint-Ambroix,LDVG
6,114,6_114,Saint-Andr� de la Roche,LMAJ
33,366,33_366,Saint-Andr�-de-Cubzac,LUG
44,151,44_151,Saint-Andr�-des-Eaux,LDVD
10,333,10_333,Saint-Andr�-les-Vergers,LMAJ
59,527,59_527,Saint-Andr�-lez-Lille,LCMD
21,540,21_540,Saint-Apollinaire,LMAJ
24,372,24_372,Saint-Astier,LDVG
33,376,33_376,Saint-Aubin-de-M�doc,LMAJ
76,561,76_561,Saint-Aubin-l�s-Elbeuf,LDVG
56,206,56_206,Saint-Av�,LSOC
37,208,37_208,Saint-Avertin,LMAJ
57,606,57_606,Saint-Avold,LMAJ
49,267,49_267,Saint-Barth�lemy-d'Anjou,LDVD
86,214,86_214,Saint-Beno�t,LDVD
974,410,974_410,Saint-Beno�t,LSOC
53,201,53_201,Saint-Berthevin,LDVD
69,287,69_287,Saint-Bonnet-de-Mure,LDVD
44,154,44_154,Saint-Brevin-les-Pins,LDVD
51,474,51_474,Saint-Brice-Courcelles,LDVG
95,539,95_539,Saint-Brice-sous-For�t,LMAJ
72,269,72_269,Saint-Calais,LDVG
13,91,13_91,Saint-Cannat,LSOC
46,251,46_251,Saint-C�r�,LDVD
91,540,91_540,Saint-Ch�ron,LMAJ
38,378,38_378,Saint-Clair-du-Rh�ne,LDVD
39,478,39_478,Saint-Claude,LUG
971,124,971_124,Saint-Claude,LDVG
34,247,34_247,Saint-Cl�ment-de-Rivi�re,LMAJ
92,64,92_64,Saint-Cloud,LMAJ
66,171,66_171,Saint-Cyprien,LMAJ
78,545,78_545,Saint-Cyr-l'Ecole,LMAJ
37,214,37_214,Saint-Cyr-sur-Loire,LMAJ
33,393,33_393,Saint-Denis-de-Pile,LUG
45,274,45_274,Saint-Denis-en-Val,LDVD
1,344,1_344,Saint-Denis-l�s-Bourg,LDVG
52,448,52_448,Saint-Dizier,LMAJ
18,205,18_205,Saint-Doulchard,LDVD
63,338,63_338,Saint-Eloy-les-Mines,LMAJ
62,746,62_746,Saint-Etienne-au-Mont,LCOM
44,158,44_158,Saint-Etienne-de-Montluc,LDVD
76,575,76_575,Saint-Etienne-du-Rouvray,LUG
88,415,88_415,Saint-Etienne-l�s-Remiremont,LMC
77,407,77_407,Saint-Fargeau-Ponthierry,LUG
15,187,15_187,Saint-Flour,LMAJ
42,222,42_222,Saint-Galmier,LDVD
31,483,31_483,Saint-Gaudens,LUG
34,255,34_255,Saint-G�ly-du-Fesc,LMAJ
42,223,42_223,Saint-Genest-Lerpt,LDVG
69,205,69_205,Saint-Genis-les-Olli�res,LDVD
1,354,1_354,Saint-Genis-Pouilly,LDVG
17,333,17_333,Saint-Georges-de-Didonne,LMAJ
85,217,85_217,Saint-Georges-de-Montaigu,LDVD
69,206,69_206,Saint-Georges-de-Reneins,LDVD
86,222,86_222,Saint-Georges-les-Baillargeaux,LDVD
3,236,3_236,Saint-Germain-des-Foss�s,LDVD
18,213,18_213,Saint-Germain-du-Puy,LUG
78,551,78_551,Saint-Germain-en-Laye,LMAJ
74,236,74_236,Saint-Gervais,LDVD
35,275,35_275,Saint-Gilles,LAUT
85,222,85_222,Saint-Gilles-Croix-de-Vie,LMAJ
95,555,95_555,Saint-Gratien,LMAJ
42,234,42_234,Saint-H�and,LDVD
44,162,44_162,Saint-Herblain,LUG
30,259,30_259,Saint-Hilaire-de-Brethmas,LMAJ
85,224,85_224,Saint-Hilaire-de-Loulay,LDVD
85,226,85_226,Saint-Hilaire-de-Riez,LSOC
50,484,50_484,Saint-Hilaire-du-Harcou�t,LDVD
35,281,35_281,Saint-Jacques-de-la-Lande,LUG
31,488,31_488,Saint-Jean,LUG
42,237,42_237,Saint-Jean-Bonnefonds,LDVG
17,347,17_347,Saint-Jean-d'Ang�ly,LDVD
33,422,33_422,Saint-Jean-d'Illac,LMAJ
44,166,44_166,Saint-Jean-de-Boiseau,LSOC
38,399,38_399,Saint-Jean-de-Bournay,LDVG
45,285,45_285,Saint-Jean-de-la-Ruelle,LSOC
64,483,64_483,Saint-Jean-de-Luz,LMAJ
85,234,85_234,Saint-Jean-de-Monts,LDVG
45,286,45_286,Saint-Jean-le-Blanc,LMAJ
44,168,44_168,Saint-Joachim,LDVG
31,490,31_490,Saint-Jory,LDVG
972,224,972_224,Saint-Joseph,LDVG
974,412,974_412,Saint-Joseph,LSOC
81,257,81_257,Saint-Ju�ry,LUG
44,169,44_169,Saint-Julien-de-Concelles,LDVD
87,154,87_154,Saint-Junien,LUG
60,581,60_581,Saint-Just-en-Chauss�e,LDVD
43,205,43_205,Saint-Just-Malmont,LDVG
42,279,42_279,Saint-Just-Saint-Rambert,LDVD
62,753,62_753,Saint-Laurent-Blangy,LUG
66,180,66_180,Saint-Laurent-de-la-Salanque,LDVD
69,288,69_288,Saint-Laurent-de-Mure,LMAJ
973,311,973_311,Saint-Laurent-du-Maroni,LMAJ
38,412,38_412,Saint-Laurent-du-Pont,LDVG
6,123,6_123,Saint-Laurent-du-Var,LMAJ
41,220,41_220,Saint-Laurent-Nouan,LDVG
50,502,50_502,Saint-L�,LDVD
33,433,33_433,Saint-Loub�s,LSOC
70,467,70_467,Saint-Loup-sur-Semouse,LSOC
28,348,28_348,Saint-Lubin-des-Joncherets,LDVD
49,301,49_301,Saint-Macaire-en-Mauges,LDVD
79,270,79_270,Saint-Maixent-l'Ecole,LDVD
94,67,94_67,Saint-Mand�,LMAJ
83,153,83_153,Saint-Mandrier-sur-Mer,LMAJ
71,445,71_445,Saint-Marcel,LUG
27,562,27_562,Saint-Marcel,LDVD
26,313,26_313,Saint-Marcel-l�s-Valence,LDVG
38,416,38_416,Saint-Marcellin,LDVG
62,757,62_757,Saint-Martin-au-La�rt,LUG
62,758,62_758,Saint-Martin-Boulogne,LUG
38,421,38_421,Saint-Martin-d'H�res,LCOM
38,422,38_422,Saint-Martin-d'Uriage,LDVG
13,97,13_97,Saint-Martin-de-Crau,LSOC
29,254,29_254,Saint-Martin-des-Champs,LSOC
38,423,38_423,Saint-Martin-le-Vinoux,LSOC
94,69,94_69,Saint-Maurice,LMAJ
1,376,1_376,Saint-Maurice-de-Beynost,LDVG
38,425,38_425,Saint-Maurice-l'Exil,LUG
51,506,51_506,Saint-Memmie,LDVD
2,684,2_684,Saint-Michel,LDVG
44,182,44_182,Saint-Michel-Chef-Chef,LDVD
55,463,55_463,Saint-Mihiel,LMAJ
62,764,62_764,Saint-Nicolas,LUG
76,624,76_624,Saint-Nicolas-d'Aliermont,LMAJ
54,483,54_483,Saint-Nicolas-de-Port,LCMD
56,231,56_231,Saint-Nolff,LDVG
95,572,95_572,Saint-Ouen-l'Aum�ne,LUG
19,229,19_229,Saint-Pantal�on-de-Larche,LDVD
40,279,40_279,Saint-Paul l�s Dax,LSOC
42,271,42_271,Saint-Paul-en-Jarez,LDVD
26,324,26_324,Saint-Paul-Trois-Ch�teaux,LDVG
64,495,64_495,Saint-P�e-sur-Nivelle,LDVG
7,281,7_281,Saint-P�ray,LDVG
44,187,44_187,Saint-P�re-en-Retz,LDVD
44,188,44_188,Saint-Philbert-de-Grand-Lieu,LSOC
972,225,972_225,Saint-Pierre,LDVG
974,416,974_416,Saint-Pierre,LMAJ
64,496,64_496,Saint-Pierre-d'Irube,LREG
37,233,37_233,Saint-Pierre-des-Corps,LCOM
40,281,40_281,Saint-Pierre-du-Mont,LUG
91,573,91_573,Saint-Pierre-du-Perray,LSOC
74,250,74_250,Saint-Pierre-en-Faucigny,LDVD
76,640,76_640,Saint-Pierre-l�s-Elbeuf,LUG
77,431,77_431,Saint-Pierre-l�s-Nemours,LDVD
29,259,29_259,Saint-Pol-de-L�on,LDVD
59,540,59_540,Saint-Pol-sur-Mer,LUG
62,767,62_767,Saint-Pol-sur-Ternoise,LDVD
3,254,3_254,Saint-Pour�ain-sur-Sioule,LMC
30,294,30_294,Saint-Privat-des-Vieux,LDVD
95,574,95_574,Saint-Prix,LMAJ
2,691,2_691,Saint-Quentin,LMAJ
38,449,38_449,Saint-Quentin-Fallavier,LDVG
83,118,83_118,Saint-Rapha�l,LMAJ
71,475,71_475,Saint-R�my,LUG
13,100,13_100,Saint-R�my-de-Provence,LUG
28,359,28_359,Saint-R�my-sur-Avre,LDVG
29,260,29_260,Saint-Renan,LDVD
76,647,76_647,Saint-Romain-de-Colbosc,LDVD
59,544,59_544,Saint-Saulve,LMAJ
44,190,44_190,Saint-S�bastien-sur-Loire,LMAJ
40,282,40_282,Saint-Sever,LSOC
33,483,33_483,Saint-Sulpice-et-Cameyrac,LDVD
49,323,49_323,Saint-Sylvain-d'Anjou,LDVD
69,291,69_291,Saint-Symphorien-d'Ozon,LDVD
77,438,77_438,Saint-Thibault-des-Vignes,LDVD
26,333,26_333,Saint-Vallier,LUG
71,486,71_486,Saint-Vallier,LUG
13,102,13_102,Saint-Victoret,LMAJ
40,284,40_284,Saint-Vincent-de-Tyrosse,LSOC
25,527,25_527,Saint-Vit,LMAJ
87,187,87_187,Saint-Yrieix-la-Perche,LUG
16,358,16_358,Saint-Yrieix-sur-Charente,LUG
83,120,83_120,Saint-Zacharie,LSOC
76,552,76_552,Sainte-Adresse,LMAJ
62,744,62_744,Sainte-Catherine,LDVD
91,549,91_549,Sainte-Genevi�ve-des-Bois,LUG
44,172,44_172,Sainte-Luce-sur-Loire,LUG
66,182,66_182,Sainte-Marie,LMAJ
974,418,974_418,Sainte-Marie,LMAJ
68,298,68_298,Sainte-Marie-aux-Mines,LDVD
37,226,37_226,Sainte-Maure-de-Touraine,LSOC
83,115,83_115,Sainte-Maxime,LDVD
51,507,51_507,Sainte-Menehould,LMAJ
44,186,44_186,Sainte-Pazanne,LDVD
10,362,10_362,Sainte-Savine,LUG
974,420,974_420,Sainte-Suzanne,LCOM
38,468,38_468,Salaise-sur-Sanne,LUG
974,421,974_421,Salazie,LMAJ
41,232,41_232,Salbris,LDVD
66,189,66_189,Saleilles,LMAJ
64,499,64_499,Salies-de-B�arn,LDVG
74,256,74_256,Sallanches,LMAJ
62,771,62_771,Sallaumines,LUG
33,498,33_498,Salles,LUG
80,725,80_725,Salou�l,LDVD
18,242,18_242,Sancoins,LDVD
62,774,62_774,Sangatte,LUG
94,70,94_70,Santeny,LMAJ
59,553,59_553,Santes,LDVD
71,499,71_499,Sanvignes-les-Mines,LUG
45,302,45_302,Saran,LCOM
95,585,95_585,Sarcelles,LUG
24,520,24_520,Sarlat-la-Can�da,LMAJ
57,628,57_628,Sarralbe,LDVD
57,630,57_630,Sarrebourg,LMAJ
57,631,57_631,Sarreguemines,LMAJ
78,586,78_586,Sartrouville,LMAJ
69,292,69_292,Sathonay-Camp,LDVD
17,421,17_421,Saujon,LDVG
91,587,91_587,Saulx-les-Chartreux,LDVG
54,495,54_495,Saulxures-l�s-Nancy,LDVD
68,300,68_300,Sausheim,LDVD
13,104,13_104,Sausset-les-Pins,LMAJ
34,298,34_298,Sauvian,LDVG
44,195,44_195,Savenay,LDVD
9,282,9_282,Saverdun,LDVD
67,437,67_437,Saverne,LMAJ
72,329,72_329,Savign�-l'Ev�que,LMAJ
91,589,91_589,Savigny-sur-Orge,LMAJ
67,458,67_458,Schweighouse-sur-Moder,LREG
74,264,74_264,Scionzier,LDVD
59,560,59_560,Seclin,LUG
8,409,8_409,Sedan,LSOC
61,464,61_464,S�es,LDVD
49,331,49_331,Segr�,LDVD
54,498,54_498,Seichamps,LSOC
67,462,67_462,S�lestat,LMAJ
25,539,25_539,Seloncourt,LMAJ
65,417,65_417,S�m�ac,LUG
13,105,13_105,S�nas,LMAJ
13,106,13_106,Sept�mes-les-Vallons,LUG
59,566,59_566,Sequedin,LDVD
57,647,57_647,Ser�mange-Erzange,LDVG
34,299,34_299,S�rignan,LDVG
64,519,64_519,Serres-Castet,LDVG
77,449,77_449,Serris,LDVD
35,327,35_327,Servon-sur-Vilaine,LDVG
93,71,93_71,Sevran,LUG
74,268,74_268,Seynod,LMAJ
31,547,31_547,Seysses,LUG
38,485,38_485,Seyssinet-Pariset,LDVD
38,486,38_486,Seyssins,LUG
51,535,51_535,S�zanne,LDVG
74,272,74_272,Sillingy,LDVD
4,209,4_209,Sisteron,LMAJ
25,547,25_547,Sochaux,LDVG
95,598,95_598,Soisy-sous-Montmorency,LMAJ
83,131,83_131,Solli�s-Toucas,LSOC
59,574,59_574,Somain,LUG
30,321,30_321,Sommi�res,LDVG
42,302,42_302,Sorbiers,LUG
84,129,84_129,Sorgues,LMAJ
76,681,76_681,Sotteville-l�s-Rouen,LUG
67,471,67_471,Souffelweyersheim,LMAJ
67,472,67_472,Soufflenheim,LMAJ
68,315,68_315,Soultz-Haut-Rhin,LDVD
77,458,77_458,Souppes-sur-Loing,LDVG
16,374,16_374,Soyaux,LDVD
26,301,26_301,St Donat sur l'Herbasse,LDVD
68,321,68_321,Staffelfelden,LDVG
93,72,93_72,Stains,LUG
59,580,59_580,Steenvoorde,LMAJ
57,660,57_660,Stiring-Wendel,LDVD
45,315,45_315,Sully-sur-Loire,LDVD
92,73,92_73,Suresnes,LMC
17,434,17_434,Surg�res,LMAJ
95,604,95_604,Survilliers,LDVD
56,248,56_248,Surzur,LDVD
26,347,26_347,Tain-l'Hermitage,LDVD
57,663,57_663,Talange,LUG
21,617,21_617,Talant,LMAJ
85,288,85_288,Talmont-Saint-Hilaire,LDVD
69,243,69_243,Tarare,LUG
40,312,40_312,Tarnos,LUG
39,526,39_526,Tavaux,LMAJ
95,607,95_607,Taverny,LUG
7,319,7_319,Teil (Le),LSOC
59,586,59_586,Templeuve,LMAJ
2,738,2_738,Tergnier,LDVG
24,547,24_547,Terrasson-Lavilledieu,LDVD
57,666,57_666,Terville,LDVD
59,588,59_588,T�teghem,LMAJ
34,309,34_309,Teyran,LMAJ
68,334,68_334,Thann,LSOC
88,465,88_465,Thaon-les-Vosges,LDVD
56,251,56_251,Theix,LAUT
94,73,94_73,Thiais,LMAJ
63,430,63_430,Thiers,LDVG
1,419,1_419,Thoiry,LDVD
74,280,74_280,Th�nes,LDVD
35,334,35_334,Thorign�-Fouillard,LDVG
79,329,79_329,Thouars,LDVG
60,636,60_636,Thourotte,LUG
66,210,66_210,Thuir,LUG
74,278,74_278,Thyez,LDVD
49,347,49_347,Tierc�,LDVD
38,507,38_507,Tignieu-Jameyzieu,LSOC
51,573,51_573,Tinqueux,LMAJ
54,526,54_526,Tomblaine,LUG
17,449,17_449,Tonnay-Charente,LSOC
47,310,47_310,Tonneins,LDVD
89,418,89_418,Tonnerre,LDVG
71,540,71_540,Torcy,LUG
77,468,77_468,Torcy,LUG
59,598,59_598,Toufflers,LDVD
83,137,83_137,Toulon,LMAJ
66,213,66_213,Toulouges,LSOC
59,599,59_599,Tourcoing,LUG
50,602,50_602,Tourlaville,LUG
31,557,31_557,Tournefeuille,LUG
6,147,6_147,Tourrette-Levens,LMAJ
6,148,6_148,Tourrettes-sur-Loup,LDVD
78,621,78_621,Trappes,LUG
22,360,22_360,Tr�gueux,LUG
29,293,29_293,Tr�gunc,LSOC
44,209,44_209,Treilli�res,LSOC
49,353,49_353,Tr�laz�,LSOC
93,73,93_73,Tremblay-en-France,LCOM
33,535,33_535,Tresses,LDVG
1,427,1_427,Tr�voux,LSOC
44,210,44_210,Trignac,LUG
77,475,77_475,Trilport,LDVG
59,603,59_603,Trith-Saint-L�ger,LUG
14,712,14_712,Troarn,LDVD
14,715,14_715,Trouville-sur-Mer,LDVD
10,387,10_387,Troyes,LMAJ
19,272,19_272,Tulle,LUG
38,517,38_517,Tullins,LSOC
30,333,30_333,Uchaud,LDVD
57,683,57_683,Uckange,LSOC
19,275,19_275,Ussel,LUG
30,334,30_334,Uz�s,LDVD
88,486,88_486,Vagney,LDVD
77,479,77_479,Vaires-sur-Marne,LDVD
84,137,84_137,Vaison-la-Romaine,LSOC
27,701,27_701,Val-de-Reuil,LUG
6,152,6_152,Valbonne,LSOC
25,578,25_578,Valdahon,LGC
82,186,82_186,Valence,LDVG
59,606,59_606,Valenciennes,LMAJ
25,580,25_580,Valentigney,LSOC
94,74,94_74,Valenton,LCOM
44,212,44_212,Vallet,LDVG
34,324,34_324,Valras-Plage,LDVD
7,331,7_331,Vals-les-Bains,LMAJ
54,549,54_549,Varang�ville,LUG
3,298,3_298,Varennes-sur-Allier,LUG
58,303,58_303,Varennes-Vauzelles,LCOM
92,76,92_76,Vaucresson,LDVD
69,255,69_255,Vaugneray,LDVD
69,256,69_256,Vaulx-en-Velin,LDVG
95,637,95_637,Vaur�al,LUG
77,487,77_487,Vaux-le-P�nil,LUG
17,461,17_461,Vaux-sur-Mer,LDVD
78,638,78_638,Vaux-sur-Seine,LSOC
42,323,42_323,Veauche,LDVD
37,266,37_266,Veign�,LDVD
13,112,13_112,Velaux,LUG
85,300,85_300,Venansault,LDVD
67,506,67_506,Vendenheim,LDVG
62,842,62_842,Vendin-le-Vieil,LSOC
77,491,77_491,Veneux-les-Sablons,LUG
69,259,69_259,V�nissieux,LUG
37,267,37_267,V�retz,LDVD
30,344,30_344,Verg�ze,LDVD
62,846,62_846,Vermelles,LDVG
35,352,35_352,Vern-sur-Seiche,LSOC
69,260,69_260,Vernaison,LDVD
60,670,60_670,Verneuil-en-Halatte,LDVD
87,201,87_201,Verneuil-sur-Vienne,LUG
78,643,78_643,Vernouillet,LDVG
28,404,28_404,Vernouillet,LUG
91,645,91_645,Verri�res-le-Buisson,LMAJ
14,738,14_738,Verson,LDVG
44,215,44_215,Vertou,LMAJ
70,550,70_550,Vesoul,LMAJ
74,298,74_298,V�traz-Monthoux,LMAJ
95,652,95_652,Viarmes,LDVD
65,460,65_460,Vic-en-Bigorre,LUG
32,462,32_462,Vic-Fezensac,LSOC
83,148,83_148,Vidauban,LMAJ
18,279,18_279,Vierzon,LUG
59,616,59_616,Vieux-Cond�,LDVG
49,373,49_373,Vihiers,LDVD
91,659,91_659,Villab�,LSOC
38,547,38_547,Villard-Bonnot,LDVD
42,330,42_330,Villars,LDVD
1,443,1_443,Villars-les-Dombes,LDVG
92,77,92_77,Ville-d'Avray,LCMD
74,305,74_305,Ville-la-Grand,LDVD
91,661,91_661,Villebon-sur-Yvette,LDVD
12,300,12_300,Villefranche-de-Rouergue,LMC
6,159,6_159,Villefranche-sur-Mer,LMAJ
45,338,45_338,Villemandeur,LDVD
91,667,91_667,Villemoisson-sur-Orge,LDVD
93,77,93_77,Villemomble,LMAJ
33,550,33_550,Villenave-d'Ornon,LMAJ
66,227,66_227,Villeneuve-de-la-Raho,LMAJ
92,78,92_78,Villeneuve-la-Garenne,LMAJ
30,351,30_351,Villeneuve-l�s-Avignon,LMAJ
6,161,6_161,Villeneuve-Loubet,LMAJ
47,323,47_323,Villeneuve-sur-Lot,LGC
89,464,89_464,Villeneuve-sur-Yonne,LDVG
31,588,31_588,Villeneuve-Tolosane,LUG
78,672,78_672,Villennes-sur-Seine,LDVD
77,513,77_513,Villenoy,LSOC
77,514,77_514,Villeparisis,LUG
42,332,42_332,Villerest,LDVG
25,321,25_321,Villers-le-Lac,LMAJ
54,578,54_578,Villers-l�s-Nancy,LUG
60,684,60_684,Villers-Saint-Paul,LUG
8,480,8_480,Villers-Semeuse,LDVD
38,557,38_557,Villette-d'Anthon,LDVD
95,680,95_680,Villiers-le-Bel,LUG
38,559,38_559,Vinay,LDVD
94,80,94_80,Vincennes,LMAJ
83,150,83_150,Vinon-sur-Verdon,LAUT
62,863,62_863,Violaines,LSOC
14,762,14_762,Vire,LMAJ
1,451,1_451,Viriat,LDVD
78,686,78_686,Viroflay,LMAJ
91,687,91_687,Viry-Chatillon,LUG
35,360,35_360,Vitr�,LMAJ
62,865,62_865,Vitry-en-Artois,LUG
51,649,51_649,Vitry-le-Fran�ois,LUG
88,516,88_516,Vittel,LMAJ
63,470,63_470,Volvic,LDVD
7,349,7_349,Voulte-sur-Rh�ne (La),LUG
86,297,86_297,Vouneuil-sous-Biard,LDVD
8,490,8_490,Vouziers,LSOC
59,636,59_636,Wambrechies,LDVD
59,646,59_646,Wasquehal,LCMD
67,520,67_520,Wasselonne,LMAJ
59,650,59_650,Wattrelos,LSOC
59,653,59_653,Wavrin,LSOC
59,654,59_654,Waziers,LCOM
59,656,59_656,Wervicq-Sud,LDVD
62,894,62_894,Wimille,LDVG
62,895,62_895,Wingles,LSOC
68,374,68_374,Wintzenheim,LDVD
67,544,67_544,Wissembourg,LDVG
91,689,91_689,Wissous,LDVG
51,662,51_662,Witry-l�s-Reims,LCMD
68,375,68_375,Wittelsheim,LDVD
57,751,57_751,Woippy,LMAJ
67,551,67_551,Wolfisheim,LMAJ
59,663,59_663,Wormhout,LSOC
91,691,91_691,Yerres,LDVD
22,389,22_389,Yffiniac,LSOC
43,268,43_268,Yssingeaux,LDVD
57,757,57_757,Yutz,LDVD
3,321,3_321,Yzeure,LUG


