Code d�partement,Code de la commune,Cl� unique,Commune,Couleur politique
3,310,3_310,Vichy,LMAJ
38,544,38_544,Vienne,LMAJ
971,134,971_134,Vieux-Habitants,LSOC
38,545,38_545,Vif,LDVD
44,217,44_217,Vigneux-de-Bretagne,LDVG
91,657,91_657,Vigneux-sur-Seine,LMAJ
38,548,38_548,Villard-de-Lans,LDVD
94,75,94_75,Villecresnes,LDVD
50,639,50_639,Villedieu-les-Po�les,LDVD
38,553,38_553,Villefontaine,LDVD
69,264,69_264,Villefranche-sur-Sa�ne,LMAJ
94,76,94_76,Villejuif,LCOM
31,584,31_584,Villemur-sur-Tarn,LMC
59,9,59_9,Villeneuve-d'Ascq,LDVG
94,77,94_77,Villeneuve-le-Roi,LMAJ
34,336,34_336,Villeneuve-l�s-B�ziers,LDVG
34,337,34_337,Villeneuve-l�s-Maguelone,LDVG
94,78,94_78,Villeneuve-Saint-Georges,LUG
93,78,93_78,Villepinte,LUG
78,674,78_674,Villepreux,LDVD
80,799,80_799,Villers-Bretonneux,LDVD
2,810,2_810,Villers-Cotter�ts,LUG
54,580,54_580,Villerupt,LCOM
93,79,93_79,Villetaneuse,LUG
69,266,69_266,Villeurbanne,LUG
94,79,94_79,Villiers-sur-Marne,LMAJ
91,685,91_685,Villiers-sur-Orge,LDVD
61,508,61_508,Vimoutiers,LDVD
62,861,62_861,Vimy,LDVD
41,295,41_295,Vineuil,LSOC
13,117,13_117,Vitrolles,LUG
94,81,94_81,Vitry-sur-Seine,LUG
7,346,7_346,Viviers,LVEC
38,562,38_562,Vizille,LVEC
38,563,38_563,Voiron,LUG
78,688,78_688,Voisins-le-Bretonneux,LMAJ
38,565,38_565,Voreppe,LSOC
8,491,8_491,Vrigne-aux-Bois,LDVG
59,632,59_632,Wallers,LDVD
59,648,59_648,Wattignies,LDVD
62,893,62_893,Wimereux,LDVD
68,376,68_376,Wittenheim,LSOC
76,758,76_758,Yvetot,LUG
72,386,72_386,Yvr�-l'Ev�que,LSOC
94,1,94_1,Ablon-sur-Seine,LSOC
59,2,59_2,Abscon,LDVG
79,3,79_3,Aiffres,LDVG
40,1,40_1,Aire-sur-l'Adour,LUG
73,8,73_8,Aix-les-Bains,LMAJ
62,19,62_19,Aix-Noulette,LUG
87,1,87_1,Aixe-sur-Vienne,LUG
85,3,85_3,Aizenay,LMAJ
80,16,80_16,Albert,LMAJ
73,11,73_11,Albertville,LUG
61,1,61_1,Alen�on,LSOC
30,7,30_7,Al�s,LMAJ
94,2,94_2,Alfortville,LUG
56,1,56_1,Allaire,LGC
13,2,13_2,Allauch,LSOC
38,6,38_6,Allevard,LDVD
74,5,74_5,Allinges,LDVD
68,4,68_4,Altkirch,LMAJ
33,3,33_3,Ambar�s-et-Lagrave,LUG
87,2,87_2,Ambazac,LUG
74,8,74_8,Ambilly,LSOC
37,3,37_3,Amboise,LGC
45,4,45_4,Amilly,LDVD
57,19,57_19,Amn�ville,LDVD
44,3,44_3,Ancenis,LMC
33,5,33_5,Andernos-les-Bains,LMAJ
78,15,78_15,Andr�sy,LMC
17,10,17_10,Angoulins,LDVG
62,32,62_32,Angres,LUG
59,8,59_8,Aniche,LCOM
74,10,74_10,Annecy,LMC
74,11,74_11,Annecy-le-Vieux,LMAJ
74,12,74_12,Annemasse,LDVG
26,10,26_10,Anneyron,LSOC
62,35,62_35,Annezin,LSOC
59,11,59_11,Annoeullin,LUG
7,10,7_10,Annonay,LUG
69,9,69_9,Anse,LMAJ
971,102,971_102,Anse-Bertrand,LDVG
6,4,6_4,Antibes,LMAJ
92,2,92_2,Antony,LMAJ
1,14,1_14,Arbent,LMAJ
39,13,39_13,Arbois,LDVD
33,9,33_9,Arcachon,LMAJ
94,3,94_3,Arcueil,LDVG
33,11,33_11,Ar�s,LMAJ
66,8,66_8,Argel�s-sur-Mer,LDVG
61,6,61_6,Argentan,LSOC
36,6,36_6,Argenton-sur-Creuse,LUG
35,6,35_6,Argentr�-du-Plessis,LMAJ
13,4,13_4,Arles,LUG
59,17,59_17,Armenti�res,LUG
72,8,72_8,Arnage,LUG
95,19,95_19,Arnouville-l�s-Gonesse,LMAJ
91,21,91_21,Arpajon,LSOC
15,12,15_12,Arpajon-sur-C�re,LUG
62,40,62_40,Arques,LSOC
62,41,62_41,Arras,LCMD
33,13,33_13,Artigues-pr�s-Bordeaux,LSOC
64,65,64_65,Ascain,LDVD
78,29,78_29,Aubergenville,LMAJ
27,22,27_22,Aubevoye,LDVG
84,4,84_4,Aubignan,LDVG
18,15,18_15,Aubigny-sur-N�re,LMAJ
23,8,23_8,Aubusson,LUG
31,22,31_22,Aucamville,LSOC
62,48,62_48,Auchel,LDVD
62,51,62_51,Auchy-les-Mines,LCOM
25,31,25_31,Audincourt,LUG
57,38,57_38,Audun-le-Tiche,LCOM
63,19,63_19,Aulnat,LUG
59,32,59_32,Aulnoy-lez-Valenciennes,LSOC
59,33,59_33,Aulnoye-Aymeries,LUG
28,15,28_15,Auneau,LCMD
56,7,56_7,Auray,LUG
43,12,43_12,Aurec-sur-Loire,LSOC
65,47,65_47,Aureilhan,LUG
13,7,13_7,Auriol,LGC
81,21,81_21,Aussillon,LSOC
31,32,31_32,Aussonne,LUG
31,33,31_33,Auterive,LUG
95,39,95_39,Auvers-sur-Oise,LUG
89,24,89_24,Auxerre,LSOC
89,25,89_25,Avallon,LUG
3,13,3_13,Avermes,LUG
59,36,59_36,Avesnes-sur-Helpe,LMAJ
62,65,62_65,Avion,LCOM
77,14,77_14,Avon,LDVD
50,25,50_25,Avranches,LDVD
49,15,49_15,Avrill�,LMAJ
51,30,51_30,Ay,LSOC
54,39,54_39,Baccarat,LAUT
56,8,56_8,Baden,LDVG
65,59,65_59,Bagn�res-de-Bigorre,LDVD
92,7,92_7,Bagneux,LUG
971,103,971_103,Baie-Mahault,LDVD
34,22,34_22,Baillargues,LMAJ
59,43,59_43,Bailleul,LSOC
971,104,971_104,Baillif,LDVD
78,43,78_43,Bailly,LDVD
77,18,77_18,Bailly-Romainvilliers,LCMD
59,44,59_44,Baisieux,LDVD
37,18,37_18,Ballan-Mir�,LGC
91,45,91_45,Ballancourt-sur-Essonne,LDVD
31,44,31_44,Balma,LUG
29,4,29_4,Bannalec,LDVG
62,80,62_80,Bapaume,LMAJ
10,34,10_34,Bar-sur-Seine,LDVG
65,62,65_62,Barbazan-Debat,LUG
13,10,13_10,Barbentane,LMAJ
73,29,73_29,Barberaz,LDVD
76,57,76_57,Barentin,LUG
62,83,62_83,Barlin,LSOC
67,21,67_21,Barr,LMAJ
972,203,972_203,Basse-Pointe,LDVD
73,31,73_31,Bassens,LDVG
33,32,33_32,Bassens,LUG
56,10,56_10,Baud,LDVG
49,18,49_18,Baug�,LDVD
25,47,25_47,Baume-les-Dames,LUG
59,52,59_52,Bauvin,LDVG
25,48,25_48,Bavans,LDVD
59,53,59_53,Bavay,LMAJ
90,8,90_8,Bavilliers,LDVG
14,47,14_47,Bayeux,LMC
90,9,90_9,Beaucourt,LMAJ
49,20,49_20,Beaucouz�,LSOC
49,21,49_21,Beaufort-en-Vall�e,LMAJ
45,28,45_28,Beaugency,LDVG
6,11,6_11,Beaulieu-sur-Mer,LMAJ
82,13,82_13,Beaumont-de-Lomagne,LDVG
26,37,26_37,Beaumont-l�s-Valence,LSOC
26,37,26_37,Beaumont-l�s-Valence,LDVD
21,54,21_54,Beaune,LMAJ
49,23,49_23,Beaupr�au,LDVD
62,99,62_99,Beaurains,LUG
38,34,38_34,Beaurepaire,LUG
31,56,31_56,Beauzelle,LUG
34,28,34_28,B�darieux,LSOC
35,23,35_23,B�d�e,LMAJ
22,4,22_4,B�gard,LUG
33,39,33_39,B�gles,LVEC
33,42,33_42,Belin-Beliet,LDVD
30,34,30_34,Bellegarde,LUG
1,33,1_33,Bellegarde-sur-Valserine,LMAJ
2,64,2_64,Belleu,LDVG
69,19,69_19,Belleville,LMAJ
85,19,85_19,Belleville-sur-Vie,LDVD
13,14,13_14,Berre-l'Etang,LDVG
25,56,25_56,Besan�on,LMAJ
25,56,25_56,Besan�on,LUG
34,31,34_31,Bessan,LDVD
95,60,95_60,Bessancourt,LGC
51,55,51_55,B�theny,LUG
25,57,25_57,Bethoncourt,LUG
67,339,67_339,Betschdorf,LDVD
35,24,35_24,Betton,LUG
59,79,59_79,Beuvrages,LDVG
78,62,78_62,Beynes,LDVD
34,32,34_32,B�ziers,LMAJ
95,63,95_63,Bezons,LCOM
62,128,62_128,Biache-Saint-Vaast,LDVD
91,64,91_64,Bi�vres,LDVD
2B,37,2B_37,Biguglia,LMAJ
62,132,62_132,Billy-Berclau,LSOC
62,133,62_133,Billy-Montigny,LCOM
67,43,67_43,Bischheim,LMAJ
67,46,67_46,Bischwiller,LMAJ
57,89,57_89,Bitche,LDVD
64,132,64_132,Bizanos,LDVD
31,69,31_69,Blagnac,LGC
44,15,44_15,Blain,LUG
54,76,54_76,Blainville-sur-l'Eau,LDVG
33,56,33_56,Blanquefort,LUG
63,42,63_42,Blanzat,LUG
71,40,71_40,Blanzy,LUG
33,58,33_58,Blaye,LGC
62,139,62_139,Blendecques,LUG
54,79,54_79,Bl�nod-l�s-Pont-�-Mousson,LUG
68,42,68_42,Blotzheim,LDVD
93,8,93_8,Bobigny,LCOM
47,31,47_31,Bo�,LUG
8,81,8_81,Bogny-sur-Meuse,LUG
92,9,92_9,Bois-Colombes,LMAJ
78,73,78_73,Bois-d'Arcy,LSOC
91,85,91_85,Boissy-sous-Saint-Yon,LSOC
68,43,68_43,Bollwiller,LDVG
66,21,66_21,Bompas,LDVD
47,32,47_32,Bon-Encontre,LUG
53,34,53_34,Bonchamp-l�s-Laval,LDVD
91,86,91_86,Bondoufle,LMAJ
59,90,59_90,Bondues,LMAJ
93,10,93_10,Bondy,LUG
94,11,94_11,Bonneuil-sur-Marne,LUG
28,51,28_51,Bonneval,LMAJ
74,42,74_42,Bonneville,LMAJ
78,89,78_89,Bonni�res-sur-Seine,LSOC
76,103,76_103,Bonsecours,LUG
33,63,33_63,Bordeaux,LUG
33,63,33_63,Bordeaux,LMC
2B,42,2B_42,Borgo,LDVD
83,19,83_19,Bormes-les-Mimosas,LDVD
19,28,19_28,Bort-les-Orgues,LUG
44,18,44_18,Bouaye,LSOC
13,15,13_15,Bouc-Bel-Air,LMAJ
95,91,95_91,Bouff�mont,LUG
44,20,44_20,Bouguenais,LUG
57,97,57_97,Boulay-Moselle,LMAJ
24,53,24_53,Boulazac,LUG
31,79,31_79,Bouloc,LDVG
62,160,62_160,Boulogne-sur-Mer,LUG
71,47,71_47,Bourbon-Lancy,LUG
59,94,59_94,Bourbourg,LDVG
26,57,26_57,Bourg-de-P�age,LSOC
1,53,1_53,Bourg-en-Bresse,LSOC
92,14,92_14,Bourg-la-Reine,LMAJ
26,58,26_58,Bourg-l�s-Valence,LUG
7,42,7_42,Bourg-Saint-And�ol,LSOC
18,33,18_33,Bourges,LMC
38,53,38_53,Bourgoin-Jallieu,LUG
37,31,37_31,Bourgueil,LUG
59,98,59_98,Bousbecque,LDVD
91,97,91_97,Boussy-Saint-Antoine,LSOC
54,90,54_90,Bouxi�res-aux-Dames,LDVD
67,61,67_61,Bouxwiller,LDVD
57,106,57_106,Bouzonville,LDVD
59,107,59_107,Bray-Dunes,LSOC
35,37,35_37,Br�al-sous-Montfort,LDVD
62,173,62_173,Brebi�res,LSOC
56,23,56_23,Brech,LDVG
60,103,60_103,Bresles,LDVD
79,49,79_49,Bressuire,LDVG
35,40,35_40,Breteil,LDVG
60,104,60_104,Breteuil,LMAJ
14,101,14_101,Bretteville-sur-Odon,LDVD
91,105,91_105,Breuillet,LMAJ
16,61,16_61,Brie,LDVG
77,53,77_53,Brie-Comte-Robert,LSOC
29,20,29_20,Briec,LSOC
54,99,54_99,Briey,LDVD
69,27,69_27,Brignais,LMC
27,116,27_116,Brionne,LUG
43,40,43_40,Brioude,LMAJ
43,41,43_41,Brives-Charensac,LDVG
69,29,69_29,Bron,LSOC
28,61,28_61,Brou,LDVD
62,178,62_178,Bruay-la-Buissi�re,LSOC
33,75,33_75,Bruges,LMAJ
31,91,31_91,Brugui�res,LDVD
67,67,67_67,Brumath,LMAJ
68,56,68_56,Brunstatt,LMAJ
94,15,94_15,Bry-sur-Marne,LMAJ
62,186,62_186,Bully-les-Mines,LSOC
86,41,86_41,Buxerolles,LUG
36,31,36_31,Buzan�ais,LMC
66,28,66_28,Cabestany,LCOM
94,16,94_16,Cachan,LUG
33,80,33_80,Cadaujac,LDVD
84,26,84_26,Cadenet,LDVG
6,27,6_27,Cagnes-sur-Mer,LMAJ
62,194,62_194,Calonne-Ricouart,LCOM
69,34,69_34,Caluire-et-Cuire,LMAJ
2B,50,2B_50,Calvi,LMAJ
30,62,30_62,Calvisson,LGC
64,160,64_160,Cambo-les-Bains,LMC
59,122,59_122,Cambrai,LDVD
80,164,80_164,Camon,LUG
988,813,988_813,Canala,LREG
33,90,33_90,Can�jan,LSOC
66,37,66_37,Canet-en-Roussillon,LMAJ
76,157,76_157,Canteleu,LUG
6,32,6_32,Cap-d'Ail,LMAJ
40,65,40_65,Capbreton,LSOC
12,52,12_52,Capdenac-Gare,LUG
971,108,971_108,Capesterre-de-Marie-Galante,LSOC
59,131,59_131,Cappelle-la-Grande,LCOM
33,96,33_96,Carbon-Blanc,LUG
31,107,31_107,Carbonne,LSOC
57,123,57_123,Carling,LDVD
81,60,81_60,Carmaux,LUG
56,34,56_34,Carnac,LDVD
13,119,13_119,Carnoux-en-Provence,LMAJ
44,26,44_26,Carquefou,LMC
83,34,83_34,Carqueiranne,LMAJ
78,123,78_123,Carri�res-sous-Poissy,LDVG
6,33,6_33,Carros,LSOC
13,21,13_21,Carry-le-Rouet,LMAJ
62,215,62_215,Carvin,LDVG
31,116,31_116,Castelginest,LMAJ
47,52,47_52,Casteljaloux,LMAJ
34,57,34_57,Castelnau-le-Lez,LMAJ
11,76,11_76,Castelnaudary,LSOC
34,58,34_58,Castries,LDVG
56,36,56_36,Caudan,LDVD
76,165,76_165,Caudebec-l�s-Elbeuf,LDVG
59,139,59_139,Caudry,LMAJ
973,302,973_302,Cayenne,LDVG
973,302,973_302,Cayenne,LDVG
31,135,31_135,Caz�res,LSOC
34,69,34_69,Cazouls-l�s-B�ziers,LUG
63,63,63_63,C�bazat,LUG
33,119,33_119,Cenon,LUG
66,49,66_49,C�ret,LDVG
79,62,79_62,Cerizay,LDVG
68,63,68_63,Cernay,LDVD
77,67,77_67,Cesson,LVEC
33,122,33_122,Cestas,LUG
63,70,63_70,Ceyrat,LUG
13,23,13_23,Ceyreste,LMAJ
26,64,26_64,Chabeuil,LSOC
71,73,71_73,Chagny,LDVD
45,68,45_68,Ch�lette-sur-Loing,LUG
85,47,85_47,Challans,LDVD
73,64,73_64,Challes-les-Eaux,LMAJ
71,76,71_76,Chalon-sur-Sa�ne,LMC
71,76,71_76,Chalon-sur-Sa�ne,LSOC
49,63,49_63,Chalonnes-sur-Loire,LSOC
63,75,63_75,Chamali�res,LMAJ
73,65,73_65,Chamb�ry,LUG
60,139,60_139,Chambly,LSOC
78,133,78_133,Chambourcy,LMAJ
95,134,95_134,Champagne-sur-Oise,LDVD
77,79,77_79,Champagne-sur-Seine,LDVG
39,97,39_97,Champagnole,LMAJ
54,115,54_115,Champigneulles,LMAJ
94,17,94_17,Champigny-sur-Marne,LUG
16,78,16_78,Champniers,LDVG
77,83,77_83,Champs-sur-Marne,LUG
37,54,37_54,Chanceaux-sur-Choisille,LDVD
24,102,24_102,Chancelade,LSOC
53,54,53_54,Chang�,LMC
78,138,78_138,Chanteloup-les-Vignes,LMAJ
60,141,60_141,Chantilly,LMAJ
85,51,85_51,Chantonnay,LDVD
69,43,69_43,Chaponost,LGC
69,44,69_44,Charbonni�res-les-Bains,LDVD
94,18,94_18,Charenton-le-Pont,LMAJ
42,52,42_52,Charlieu,LUG
69,46,69_46,Charly,LMC
88,90,88_90,Charmes,LSOC
35,66,35_66,Chartres-de-Bretagne,LSOC
38,85,38_85,Charvieu-Chavagneux,LMAJ
38,87,38_87,Chasse-sur-Rh�ne,LSOC
86,62,86_62,Chasseneuil-du-Poitou,LDVD
4,49,4_49,Ch�teau-Arnoux-Saint-Auban,LGC
72,71,72_71,Ch�teau-du-Loir,LDVG
53,62,53_62,Ch�teau-Gontier,LDVD
37,63,37_63,Ch�teau-Renault,LUG
16,89,16_89,CHATEAUBERNARD,LGC
35,68,35_68,Chateaubourg,LGC
44,36,44_36,Ch�teaubriant,LMAJ
35,69,35_69,Ch�teaugiron,LMAJ
29,27,29_27,Ch�teauneuf-du-Faou,LMAJ
13,26,13_26,Ch�teauneuf-les-Martigues,LUG
26,84,26_84,Ch�teauneuf-sur-Is�re,LDVG
13,27,13_27,Ch�teaurenard,LMAJ
36,44,36_44,Ch�teauroux,LMAJ
17,94,17_94,Ch�telaillon-Plage,LMAJ
92,19,92_19,Ch�tenay-Malabry,LMAJ
71,118,71_118,Ch�tenoy-le-Royal,LMAJ
21,154,21_154,Ch�tillon-sur-Seine,LMAJ
26,88,26_88,Chatuzange-le-Goubet,LDVD
71,120,71_120,Chauffailles,LDVD
52,121,52_121,Chaumont,LMAJ
2,173,2_173,Chauny,LDVD
79,81,79_81,Chauray,LDVD
86,70,86_70,Chauvigny,LMAJ
35,76,35_76,Chavagne,LDVG
38,97,38_97,Chavanoz,LDVD
69,52,69_52,Chazay-d'Azergues,LMAJ
42,59,42_59,Chazelles-sur-Lyon,LDVD
45,89,45_89,Ch�cy,LGC
77,108,77_108,Chelles,LUG
49,92,49_92,Chemill�,LDVD
21,166,21_166,Chen�ve,LUG
50,129,50_129,Cherbourg-Octeville,LUG
77,111,77_111,Chessy,LDVD
84,38,84_38,Cheval-Blanc,LDVD
21,171,21_171,Chevigny-Saint-Sauveur,LMAJ
7,64,7_64,Cheylard (Le),LMAJ
91,161,91_161,Chilly-Mazarin,LUG
976,506,976_506,CHIRONGUI,LAUT
60,151,60_151,Choisy-au-Bac,LMAJ
49,99,49_99,Cholet,LMAJ
64,189,64_189,Ciboure,LMAJ
974,424,974_424,Cilaos,LMAJ
34,77,34_77,Clapiers,LSOC
77,118,77_118,Claye-Souilly,LMAJ
29,30,29_30,Cl�der,LDVD
76,178,76_178,Cl�on,LUG
60,157,60_157,Clermont,LSOC
34,79,34_79,Clermont-l'H�rault,LSOC
93,14,93_14,Clichy-sous-Bois,LUG
44,43,44_43,Clisson,LDVG
57,143,57_143,Clouange,LDVD
73,87,73_87,Cognin,LUG
78,168,78_168,Coigni�res,LMAJ
14,167,14_167,Colombelles,LUG
31,149,31_149,Colomiers,LUG
35,85,35_85,Combourg,LDVD
77,122,77_122,Combs-la-Ville,LMAJ
59,152,59_152,Comines,LMAJ
55,122,55_122,Commercy,LUG
69,272,69_272,Communay,LDVG
60,159,60_159,Compi�gne,LMAJ
27,165,27_165,Conches-en-Ouche,LUG
87,48,87_48,Condat-sur-Vienne,LDVG
59,153,59_153,Cond�-sur-l'Escaut,LUG
14,174,14_174,Cond�-sur-Noireau,LDVD
78,172,78_172,Conflans-Sainte-Honorine,LSOC
6,48,6_48,Contes,LCOM
88,114,88_114,Contrex�ville,LDVD
80,212,80_212,Corbie,LDVD
38,126,38_126,Corenc,LDVD
14,181,14_181,Cormelles-le-Royal,LDVD
51,172,51_172,Cormontreuil,LSOC
31,150,31_150,Cornebarrieu,LMC
88,116,88_116,Cornimont,LDVG
2B,96,2B_96,Corte,LMAJ
38,133,38_133,Coublevie,LDVG
93,15,93_15,Coubron,LMAJ
44,47,44_47,Cou�ron,LUG
72,95,72_95,Coulaines,LSOC
58,88,58_88,Coulanges-l�s-Nevers,LUG
62,244,62_244,Coulogne,LDVD
77,131,77_131,Coulommiers,LMAJ
92,26,92_26,Courbevoie,LMAJ
62,249,62_249,Courcelles-l�s-Lens,LDVG
91,182,91_182,Courcouronnes,LMC
95,183,95_183,Courdimanche,LDVG
63,124,63_124,Cournon-d'Auvergne,LUG
34,88,34_88,Cournonterral,LDVG
63,125,63_125,Courpi�re,LMAJ
62,250,62_250,Courri�res,LUG
69,66,69_66,Cours-la-Ville,LMAJ
11,106,11_106,Coursan,LCOM
14,191,14_191,Courseulles-sur-Mer,LDVD
45,115,45_115,Courtenay,LDVD
77,139,77_139,Courtry,LSOC
87,50,87_50,Couzeix,LMAJ
60,172,60_172,Coye-la-For�t,LDVD
74,93,74_93,Cran-Gevrier,LUG
53,84,53_84,Craon,LDVD
77,142,77_142,Cr�cy-la-Chapelle,LMAJ
57,159,57_159,Cr�hange,LDVD
33,140,33_140,Cr�on,LSOC
59,160,59_160,Crespin,LDVD
26,108,26_108,Crest,LMAJ
94,28,94_28,Cr�teil,LSOC
57,160,57_160,Creutzwald,LDVD
78,190,78_190,Croissy-sur-Seine,LMAJ
59,163,59_163,Croix,LMAJ
38,140,38_140,Crolles,LSOC
91,191,91_191,Crosne,LSOC
62,261,62_261,Cucq,LDVD
13,30,13_30,Cuges-les-Pins,LUG
59,165,59_165,Cuincy,LSOC
1,142,1_142,Dagneux,LDVD
62,263,62_263,Dainville,LUG
77,152,77_152,Dammarie-les-Lys,LMAJ
77,153,77_153,Dammartin-en-Go�le,LSOC
69,72,69_72,Dardilly,LDVD
14,220,14_220,Deauville,LDVD
12,89,12_89,Decazeville,LUG
59,170,59_170,Dechy,LSOC
58,95,58_95,Decize,LUG
90,33,90_33,Delle,LUG
59,172,59_172,Denain,LSOC
36,63,36_63,D�ols,LDVD
37,115,37_115,Descartes,LMAJ
3,98,3_98,D�sertines,LUG
62,268,62_268,Desvres,LUG
95,197,95_197,Deuil-la-Barre,LMAJ
76,216,76_216,D�ville-l�s-Rouen,LUG
76,217,76_217,Dieppe,LUG
57,177,57_177,Dieuze,LMAJ
71,176,71_176,Digoin,LDVD
21,231,21_231,Dijon,LMAJ
21,231,21_231,Dijon,LGC
22,50,22_50,Dinan,LMC
14,225,14_225,Dives-sur-Mer,LCOM
62,270,62_270,Divion,LUG
1,143,1_143,Divonne-les-Bains,LMAJ
35,95,35_95,Dol-de-Bretagne,LDVD
54,159,54_159,Dombasle-sur-Meurthe,LSOC
38,150,38_150,Dom�ne,LMAJ
61,145,61_145,Domfront,LAUT
95,199,95_199,Domont,LMAJ
17,142,17_142,Dompierre-sur-Mer,LUG
85,81,85_81,Dompierre-sur-Yon,LSOC
44,52,44_52,Donges,LDVG
26,116,26_116,Donz�re,LMAJ
29,46,29_46,Douarnenez,LDVD
59,179,59_179,Douchy-les-Mines,LUG
49,125,49_125,Dou�-la-Fontaine,LDVD
62,274,62_274,Dourges,LDVG
14,228,14_228,Douvres-la-D�livrande,LDVG
93,29,93_29,Drancy,LMAJ
6,54,6_54,Drap,LCOM
91,201,91_201,Draveil,LMAJ
67,106,67_106,Drusenheim,LDVD
76,222,76_222,Duclair,LDVG
93,30,93_30,Dugny,LMC
18,87,18_87,Dun-sur-Auron,LMAJ
59,183,59_183,Dunkerque,LUG
31,165,31_165,Eaunes,LDVD
32,119,32_119,Eauze,LDVD
38,151,38_151,Echirolles,LUG
67,118,67_118,Eckbolsheim,LMAJ
72,124,72_124,Ecommoy,LGC
49,129,49_129,Ecouflant,LDVG
78,206,78_206,Ecquevilly,LDVD
19,73,19_73,Egletons,LMAJ
91,207,91_207,Egly,LDVD
13,32,13_32,Eguilles,LMAJ
78,208,78_208,Elancourt,LMAJ
76,231,76_231,Elbeuf,LUG
66,65,66_65,Elne,LCOM
5,46,5_46,Embrun,LMC
95,210,95_210,Enghien-les-Bains,LMAJ
68,82,68_82,Ensisheim,LDVD
84,43,84_43,Entraigues-sur-la-Sorgue,LCOM
28,140,28_140,Epernon,LDVD
88,160,88_160,Epinal,LMAJ
91,215,91_215,Epinay-sous-S�nart,LUG
91,216,91_216,Epinay-sur-Orge,LDVD
93,31,93_31,Epinay-sur-Seine,LMC
50,173,50_173,Equeurdreville-Hainneville,LUG
95,218,95_218,Eragny,LUG
95,219,95_219,Ermont,LMAJ
59,202,59_202,Erquinghem-Lys,LMAJ
22,54,22_54,Erquy,LDVD
67,130,67_130,Erstein,LUG
77,171,77_171,Esbly,LMAJ
31,169,31_169,Escalquens,LSOC
59,205,59_205,Escaudain,LUG
59,206,59_206,Escaudoeuvres,LCOM
59,207,59_207,Escautpont,LDVG
67,131,67_131,Eschau,LDVD
12,96,12_96,Espalion,LCMD
43,89,43_89,Espaly-Saint-Marcel,LDVD
54,184,54_184,Essey-l�s-Nancy,LSOC
59,212,59_212,Estaires,LMAJ
60,223,60_223,Estr�es-Saint-Denis,LDVD
55,181,55_181,Etain,LUG
91,223,91_223,Etampes,LMAJ
26,124,26_124,Etoile-sur-Rh�ne,LUG
91,226,91_226,Etr�chy,LMAJ
27,226,27_226,Etr�pagny,LDVD
25,228,25_228,Etupes,LMAJ
74,119,74_119,Evian-les-Bains,LMAJ
91,228,91_228,Evry,LUG
38,158,38_158,Eybens,LSOC
13,36,13_36,Eyragues,LMAJ
33,162,33_162,Eysines,LUG
95,229,95_229,Ezanville,LMAJ
987,15,987_15,Faa a,LREG
34,95,34_95,Fabr�gues,LMAJ
59,220,59_220,Faches-Thumesnil,LCMD
51,242,51_242,Fagni�res,LUG
14,258,14_258,Falaise,LDVD
57,206,57_206,Fameck,LUG
57,207,57_207,Far�bersviller,LSOC
57,209,57_209,Faulquemont,LDVD
76,259,76_259,F�camp,LUG
67,137,67_137,Fegersheim,LDVD
59,225,59_225,Feignies,LUG
59,227,59_227,Fenain,LUG
59,230,59_230,Ferri�re-la-Grande,LUG
87,65,87_65,Feytiat,LUG
69,276,69_276,Feyzin,LUG
46,102,46_102,Figeac,LUG
51,250,51_250,Fismes,LUG
83,58,83_58,Flayosc,LMAJ
16,138,16_138,Fl�ac,LDVD
61,169,61_169,Flers,LDVG
59,234,59_234,Flers-en-Escrebieux,LMAJ
32,132,32_132,Fleurance,LDVG
91,235,91_235,Fleury-M�rogis,LUG
14,271,14_271,Fleury-sur-Orne,LSOC
59,239,59_239,Flines-lez-Raches,LDVG
33,167,33_167,Floirac,LUG
57,224,57_224,Folschviller,LDVD
86,100,86_100,Fontaine-le-Comte,LDVG
69,88,69_88,Fontaines-sur-Sa�ne,LDVD
92,32,92_32,Fontenay-aux-Roses,LUG
78,242,78_242,Fontenay-le-Fleury,LMAJ
94,33,94_33,Fontenay-sous-Bois,LUG
77,192,77_192,Fontenay-Tr�signy,LDVG
4,88,4_88,Forcalquier,LSOC
91,249,91_249,Forges-les-Bains,LDVD
972,209,972_209,Fort-de-France,LDVG
59,248,59_248,Fort-Mardyck,LUG
13,39,13_39,Fos-sur-Mer,LSOC
29,58,29_58,Fouesnant,LMAJ
35,115,35_115,Foug�res,LUG
47,100,47_100,Foulayronnes,LMAJ
62,351,62_351,Fouqui�res-l�s-Lens,LUG
17,168,17_168,Fouras,LDVD
58,117,58_117,Fourchambault,LSOC
78,251,78_251,Fourqueux,LMAJ
42,99,42_99,Fraisses,LDVG
69,89,69_89,Francheville,LUG
95,252,95_252,Franconville,LMAJ
83,61,83_61,Fr�jus,LMAJ
78,255,78_255,Freneuse,LMAJ
94,34,94_34,Fresnes,LUG
62,361,62_361,Fr�vent,LDVG
57,240,57_240,Freyming-Merlebach,LMAJ
80,368,80_368,Friville-Escarbotin,LDVD
34,108,34_108,Frontignan,LSOC
31,202,31_202,Fronton,LDVD
54,215,54_215,Frouard,LUG
31,203,31_203,Frouzins,LUG
8,185,8_185,Fumay,LUG
47,106,47_106,Fumel,LMAJ
2B,120,2B_120,Furiani,LDVG
13,40,13_40,Fuveau,LMAJ
81,99,81_99,Gaillac,LGC
28,168,28_168,Gallardon,LDVD
67,151,67_151,Gambsheim,LDVD
34,111,34_111,Ganges,LSOC
